sentence,entity,generated text
One remarkable feature of this model is that it has allowed us to derive an efficient algorithm based on powerful statistical methods for estimating the Fujisaki-model parameters from raw F0 contours .,"[('remarkable feature', 'OtherScientificTerm'), ('model', 'Generic'), ('it', 'Generic'), ('algorithm', 'Generic'), ('statistical methods', 'Method'), ('Fujisaki-model parameters', 'OtherScientificTerm'), ('raw F0 contours', 'OtherScientificTerm')]"," model parameters(OtherScientificTerm), algorithm(Generic), it(Generic), F1("
"To associate a sequence of the Fujisaki-model parameters with a text input based on statistical learning , this paper proposes extending this model to a context-dependent one .","[('Fujisaki-model parameters', 'OtherScientificTerm'), ('text input', 'Material'), ('statistical learning', 'Method'), ('model', 'Generic')]"," models(Generic), feature selection(Task), statistical learning(Method), "
We further propose a parameter training algorithm for the present model based on a decision tree-based context clustering .,"[('parameter training algorithm', 'Method'), ('model', 'Generic'), ('decision tree-based context clustering', 'Method')]"," parameter training algorithm(Method), system(Generic), decision tree-based approach(Method), "
We introduce a method to accelerate the evaluation of object detection cascades with the help of a divide-and-conquer procedure in the space of candidate regions .,"[('method', 'Generic'), ('evaluation of object detection cascades', 'Task'), ('divide-and-conquer procedure', 'Method'), ('space of candidate regions', 'Method')]"," method(Generic), object detection cascade(Task), "
"Compared to the exhaustive procedure that thus far is the state-of-the-art for cascade evaluation , the proposed method requires fewer evaluations of the classifier functions , thereby speeding up the search .","[('exhaustive procedure', 'Method'), ('cascade evaluation', 'Task'), ('method', 'Generic'), ('classifier functions', 'OtherScientificTerm'), ('search', 'Task')]"," cascade evaluation(Task), cascade(Generic), "
"Furthermore , we show how the recently developed efficient subwindow search -LRB- ESS -RRB- procedure -LSB- 11 -RSB- can be integrated into the last stage of our method .","[('subwindow search -LRB- ESS -RRB- procedure', 'Method'), ('method', 'Generic')]"," LRB- ESS -RRB- procedure(Method), sub"
"This allows us to use our method to act not only as a faster procedure for cascade evaluation , but also as a tool to perform efficient branch-and-bound object detection with nonlinear quality functions , in particular kernel-ized support vector machines .","[('method', 'Generic'), ('cascade evaluation', 'Task'), ('branch-and-bound object detection', 'Task'), ('nonlinear quality functions', 'OtherScientificTerm'), ('kernel-ized support vector machines', 'Method')]"," methods(Generic), cascade evaluation(Task"
Experiments on the PASCAL VOC 2006 dataset show an acceleration of more than 50 % by our method compared to standard cascade evaluation .,"[('PASCAL VOC 2006 dataset', 'Material'), ('method', 'Generic'), ('cascade evaluation', 'Method')]"," PASCAL VOC 2006 dataset(Material), method(Generic), cascade evaluation(Task), "
Background modeling is an important component of many vision systems .,"[('Background modeling', 'Task'), ('vision systems', 'Task')]"," Vision systems(Task), vision systems(Task), "
Existing work in the area has mostly addressed scenes that consist of static or quasi-static structures .,"[('static or quasi-static structures', 'OtherScientificTerm')]"," dynamic scenes(OtherScientificTerm), "
"When the scene exhibits a persistent dynamic behavior in time , such an assumption is violated and detection performance deteriorates .","[('scene', 'Generic'), ('persistent dynamic behavior', 'OtherScientificTerm'), ('detection', 'Task')]"," dynamic behavior(OtherScientificTerm), dynamic behavior(OtherScientificTerm), "
"In this paper , we propose a new method for the modeling and subtraction of such scenes .","[('method', 'Generic'), ('modeling and subtraction of such scenes', 'Task'), ('scenes', 'Generic')]"," method(Generic), modeling(Task), "
"Towards the modeling of the dynamic characteristics , optical flow is computed and utilized as a feature in a higher dimensional space .","[('modeling of the dynamic characteristics', 'Task'), ('optical flow', 'OtherScientificTerm'), ('feature', 'OtherScientificTerm'), ('higher dimensional space', 'OtherScientificTerm')]"," dynamic features(OtherScientificTerm), optical flow(OtherScientificTerm), "
Inherent ambiguities in the computation of features are addressed by using a data-dependent bandwidth for density estimation using kernels .,"[('ambiguities', 'OtherScientificTerm'), ('computation of features', 'Task'), ('data-dependent bandwidth', 'OtherScientificTerm'), ('density estimation', 'Task'), ('kernels', 'Method')]"," computational complexity(Metric), features(OtherScientificTerm), pixel accuracy(Metric), "
Extensive experiments demonstrate the utility and performance of the proposed approach .,"[('approach', 'Generic')]"," approach(Generic), "
"Information distillation aims to extract relevant pieces of information related to a given query from massive , possibly multilingual , audio and textual document sources .","[('Information distillation', 'Task'), ('massive , possibly multilingual , audio and textual document sources', 'Material')]"," information(Generic), multilingual, text(Material), "
"In this paper , we present our approach for using information extraction annotations to augment document retrieval for distillation .","[('information extraction annotations', 'OtherScientificTerm'), ('document retrieval for distillation', 'Task')]"," approach(Generic), information extraction(Task), extraction(Task), "
We take advantage of the fact that some of the distillation queries can be associated with annotation elements introduced for the NIST Automatic Content Extraction -LRB- ACE -RRB- task .,"[('distillation queries', 'OtherScientificTerm'), ('annotation elements', 'OtherScientificTerm'), ('NIST Automatic Content Extraction -LRB- ACE -RRB- task', 'Task')]"," annotation(Task), "
We experimentally show that using the ACE events to constrain the document set returned by an information retrieval engine significantly improves the precision at various recall rates for two different query templates .,"[('ACE events', 'OtherScientificTerm'), ('information retrieval engine', 'Method'), ('precision', 'Metric'), ('recall rates', 'Metric')]"," Acmello et al., discourse constraints(OtherScientificTerm), precision(Metric), recall rates"
This paper presents a novel representation for three-dimensional objects in terms of affine-invariant image patches and their spatial relationships .,"[('representation', 'Generic'), ('three-dimensional objects', 'OtherScientificTerm'), ('affine-invariant image patches', 'OtherScientificTerm'), ('spatial relationships', 'OtherScientificTerm')]"," representation(Generic), representation(Task), spatial relationships(OtherScientificTerm), "
"Multi-view constraints associated with groups of patches are combined with a normalized representation of their appearance to guide matching and reconstruction , allowing the acquisition of true three-dimensional affine and Euclidean models from multiple images and their recognition in a single photograph taken from an arbitrary viewpoint .","[('Multi-view constraints', 'OtherScientificTerm'), ('normalized representation', 'Method'), ('matching', 'Task'), ('reconstruction', 'Task'), ('acquisition of true three-dimensional affine and Euclidean models', 'Task'), ('images', 'Material')]", multi-
The proposed approach does not require a separate segmentation stage and is applicable to cluttered scenes .,"[('approach', 'Generic'), ('segmentation stage', 'Method'), ('cluttered scenes', 'OtherScientificTerm')]"," approach(Generic), segmentation stage(Task), "
Preliminary modeling and recognition results are presented .,"[('recognition', 'Task')]"," model-based recognition(Task), method(Generic), "
Fast algorithms for nearest neighbor -LRB- NN -RRB- search have in large part focused on 2 distance .,"[('Fast algorithms', 'Generic'), ('nearest neighbor -LRB- NN -RRB- search', 'Task'), ('distance', 'OtherScientificTerm')]"," fast algorithms(Method), fast local features(OtherScientificTerm), "
Here we develop an approach for 1 distance that begins with an explicit and exactly distance-preserving embedding of the points into 2 2 .,"[('approach', 'Generic'), ('1 distance', 'OtherScientificTerm'), ('distance-preserving embedding', 'OtherScientificTerm')]"," approach(Generic), embedding(OtherScientificTerm), "
"We show how this can efficiently be combined with random-projection based methods for 2 NN search , such as locality-sensitive hashing -LRB- LSH -RRB- or random projection trees .","[('this', 'Generic'), ('random-projection based methods', 'Method'), ('NN search', 'Task'), ('locality-sensitive hashing -LRB- LSH -RRB-', 'Method'), ('random projection trees', 'Method')]","Task(Generic), method(Generic), detecting 3D objects(Task),"
We rigorously establish the correctness of the methodology and show by experimentation using LSH that it is competitive in practice with available alternatives .,"[('LSH', 'Method'), ('it', 'Generic'), ('alternatives', 'Generic')]"," robust and free-form algorithms(Method), it(Generic), "
