sentence,entity,generated text
We further propose a parameter training algorithm for the present model based on a decision tree-based context clustering .,"[('parameter training algorithm', 'Method'), ('model', 'Generic'), ('decision tree-based context clustering', 'Method')]"," parameter training algorithm(Method), decision tree-based context clustering(Method), present model(Method), 
"
We introduce a method to accelerate the evaluation of object detection cascades with the help of a divide-and-conquer procedure in the space of candidate regions .,"[('method', 'Generic'), ('evaluation of object detection cascades', 'Task'), ('divide-and-conquer procedure', 'Method'), ('space of candidate regions', 'Method')]"," acceleration(Method), candidate regions(Method), divide-and-conquer procedure(Method), object detection cascades(Task),"
"Compared to the exhaustive procedure that thus far is the state-of-the-art for cascade evaluation , the proposed method requires fewer evaluations of the classifier functions , thereby speeding up the search .","[('exhaustive procedure', 'Method'), ('cascade evaluation', 'Task'), ('method', 'Generic'), ('classifier functions', 'OtherScientificTerm'), ('search', 'Task')]"," cascade evaluation(Method), classifier functions(Method), fewer evaluations of the classifier functions(Method), speed up the search(Method)."
"Furthermore , we show how the recently developed efficient subwindow search -LRB- ESS -RRB- procedure -LSB- 11 -RSB- can be integrated into the last stage of our method .","[('subwindow search -LRB- ESS -RRB- procedure', 'Method'), ('method', 'Generic')]","

Subwindow search -LRB- ESS -RRB- procedure -LSB- 11 -RSB-(Method), efficient(Method), recently developed(Term),"
"This allows us to use our method to act not only as a faster procedure for cascade evaluation , but also as a tool to perform efficient branch-and-bound object detection with nonlinear quality functions , in particular kernel-ized support vector machines .","[('method', 'Generic'), ('cascade evaluation', 'Task'), ('branch-and-bound object detection', 'Task'), ('nonlinear quality functions', 'OtherScientificTerm'), ('kernel-ized support vector machines', 'Method')]","

algorithm(Method), cascade evaluation(Task), branch-and-bound object detection(Task), kernel-ized support vector machines(Method), 
"
Experiments on the PASCAL VOC 2006 dataset show an acceleration of more than 50 % by our method compared to standard cascade evaluation .,"[('PASCAL VOC 2006 dataset', 'Material'), ('method', 'Generic'), ('cascade evaluation', 'Method')]"," acceleration(Method), cascade evaluation(Method), PASCAL VOC 2006 dataset(Dataset), more than 50 %(Percentage)"
Background modeling is an important component of many vision systems .,"[('Background modeling', 'Task'), ('vision systems', 'Task')]"," Background modeling(Method), vision systems(Task), important component(Generic),"
Existing work in the area has mostly addressed scenes that consist of static or quasi-static structures .,"[('static or quasi-static structures', 'OtherScientificTerm')]"," scenes(Task), static or quasi-static structures(OtherScientificTerm), existing work in the area(OtherScientificTerm)"
"When the scene exhibits a persistent dynamic behavior in time , such an assumption is violated and detection performance deteriorates .","[('scene', 'Generic'), ('persistent dynamic behavior', 'OtherScientificTerm'), ('detection', 'Task')]"," detection performance(Generic), persistent dynamic behavior in time(Task), assumption(Generic), scene(Object),"
"In this paper , we propose a new method for the modeling and subtraction of such scenes .","[('method', 'Generic'), ('modeling and subtraction of such scenes', 'Task'), ('scenes', 'Generic')]"," modeling and subtraction of such scenes(Task), new method for the modeling and subtraction of such scenes(Method),"
"Towards the modeling of the dynamic characteristics , optical flow is computed and utilized as a feature in a higher dimensional space .","[('modeling of the dynamic characteristics', 'Task'), ('optical flow', 'OtherScientificTerm'), ('feature', 'OtherScientificTerm'), ('higher dimensional space', 'OtherScientificTerm')]"," optical flow(Method), higher dimensional space(Method), dynamic characteristics(Task),"
Inherent ambiguities in the computation of features are addressed by using a data-dependent bandwidth for density estimation using kernels .,"[('ambiguities', 'OtherScientificTerm'), ('computation of features', 'Task'), ('data-dependent bandwidth', 'OtherScientificTerm'), ('density estimation', 'Task'), ('kernels', 'Method')]"," data-dependent bandwidth for density estimation(Method), kernels(Method), inherent ambiguities in the computation of features(OtherScientificTerm),"
Extensive experiments demonstrate the utility and performance of the proposed approach .,"[('approach', 'Generic')]"," utility(Generic), performance(Generic), extensive experiments(Method),"
"Information distillation aims to extract relevant pieces of information related to a given query from massive , possibly multilingual , audio and textual document sources .","[('Information distillation', 'Task'), ('massive , possibly multilingual , audio and textual document sources', 'Material')]"," information distillation(Task), massive(Adjective), multilingual(Adjective), audio and textual document sources(Material), relevant pieces of information(Generic),"
"In this paper , we present our approach for using information extraction annotations to augment document retrieval for distillation .","[('information extraction annotations', 'OtherScientificTerm'), ('document retrieval for distillation', 'Task')]"," document retrieval for distillation(Task), information extraction annotations(Method), approach(Method),"
We take advantage of the fact that some of the distillation queries can be associated with annotation elements introduced for the NIST Automatic Content Extraction -LRB- ACE -RRB- task .,"[('distillation queries', 'OtherScientificTerm'), ('annotation elements', 'OtherScientificTerm'), ('NIST Automatic Content Extraction -LRB- ACE -RRB- task', 'Task')]"," annotation elements(Generic), distillation queries(Generic), NIST Automatic Content Extraction -LRB- ACE -RRB- task(Task),"
We experimentally show that using the ACE events to constrain the document set returned by an information retrieval engine significantly improves the precision at various recall rates for two different query templates .,"[('ACE events', 'OtherScientificTerm'), ('information retrieval engine', 'Method'), ('precision', 'Metric'), ('recall rates', 'Metric')]"," Information retrieval engine(Method), document set(Method), recall rate(OtherScientificTerm), query template(Method), ACE events(OtherScientificTerm)"
This paper presents a novel representation for three-dimensional objects in terms of affine-invariant image patches and their spatial relationships .,"[('representation', 'Generic'), ('three-dimensional objects', 'OtherScientificTerm'), ('affine-invariant image patches', 'OtherScientificTerm'), ('spatial relationships', 'OtherScientificTerm')]"," affine-invariant image patches(Method), spatial relationships(Method), three-dimensional objects(Task),"
"Multi-view constraints associated with groups of patches are combined with a normalized representation of their appearance to guide matching and reconstruction , allowing the acquisition of true three-dimensional affine and Euclidean models from multiple images and their recognition in a single photograph taken from an arbitrary viewpoint .","[('Multi-view constraints', 'OtherScientificTerm'), ('normalized representation', 'Method'), ('matching', 'Task'), ('reconstruction', 'Task'), ('acquisition of true three-dimensional affine and Euclidean models', 'Task'), ('images', 'Material')]"," group of patches(Generic), affine and Euclidean models(Method), recognition(Task), photograph(Generic), viewpoint(Generic),"
The proposed approach does not require a separate segmentation stage and is applicable to cluttered scenes .,"[('approach', 'Generic'), ('segmentation stage', 'Method'), ('cluttered scenes', 'OtherScientificTerm')]"," clutter(Generic), scene(Generic), approach(Method), segmentation stage(Method),"
Preliminary modeling and recognition results are presented .,"[('recognition', 'Task')]"," Recognition results(OtherScientificTerm), preliminary modeling(Task),"
Fast algorithms for nearest neighbor -LRB- NN -RRB- search have in large part focused on 2 distance .,"[('Fast algorithms', 'Generic'), ('nearest neighbor -LRB- NN -RRB- search', 'Task'), ('distance', 'OtherScientificTerm')]"," nearest neighbor -LRB- NN -RRB- search(Method), large part focused on 2 distance(OtherScientificTerm),"
Here we develop an approach for 1 distance that begins with an explicit and exactly distance-preserving embedding of the points into 2 2 .,"[('approach', 'Generic'), ('1 distance', 'OtherScientificTerm'), ('distance-preserving embedding', 'OtherScientificTerm')]"," embedding(Method), 1 distance(Method), exactly distance-preserving embedding(Method), points(Dataset), 2 2(Dataset)"
